"record_id","month","day","year","plot_id","species_id","sex","hindfoot_length","weight","cs"
23835,4,15,1996,15,"PP","F",22,23,"3"
23836,4,15,1996,16,"DM","M",35,42,"3"
23837,4,15,1996,6,"PF","M",15,7,"3"
23838,4,15,1996,9,"DM","M",38,48,"3"
23839,4,15,1996,3,"PP","",19,18,"3"
23840,4,15,1996,8,"DO","F",36,51,"3"
23841,4,15,1996,4,"DM","M",35,47,"3"
23842,4,15,1996,9,"DM","M",33,46,"3"
23843,4,15,1996,8,"PP","M",23,16,"3"
23844,4,15,1996,8,"PP","M",22,22,"3"
23845,4,15,1996,13,"DM","F",37,47,"3"
23846,4,15,1996,14,"DM","M",37,36,"3"
23847,4,15,1996,15,"PF","M",15,10,"3"
23848,4,15,1996,9,"PE","F",20,22,"3"
23849,4,15,1996,8,"DM","M",37,49,"3"
23850,4,15,1996,13,"PF","F",15,9,"3"
23851,4,15,1996,14,"SS","",NA,NA,"3"
23852,4,15,1996,15,"RM","F",16,16,"3"
23853,4,15,1996,4,"PF","F",15,9,"3"
23854,4,15,1996,15,"AH","",NA,NA,"3"
23855,4,15,1996,4,"DM","M",37,38,"3"
23856,4,15,1996,6,"DO","F",35,58,"3"
23857,4,15,1996,9,"PF","M",17,9,"3"
23858,4,15,1996,5,"PF","M",15,8,"3"
23859,4,15,1996,6,"DO","M",37,59,"3"
23860,4,15,1996,11,"DO","M",36,53,"3"
23861,4,15,1996,16,"AH","",NA,NA,"3"
23862,4,15,1996,3,"PF","F",17,8,"3"
23863,4,15,1996,8,"SS","",NA,NA,"3"
23864,4,15,1996,3,"PP","F",21,16,"3"
23865,4,15,1996,11,"DM","M",35,53,"3"
23866,4,15,1996,8,"PP","F",22,16,"3"
23867,4,15,1996,14,"DM","F",35,45,"3"
23868,4,15,1996,13,"PF","M",16,NA,"3"
23869,4,15,1996,15,"PP","M",21,18,"3"
23870,4,15,1996,16,"RM","M",18,10,"3"
23871,4,15,1996,6,"PF","M",16,7,"3"
23872,4,15,1996,11,"DM","F",36,41,"3"
23873,4,15,1996,13,"PM","M",20,14,"3"
23874,4,15,1996,15,"PF","F",15,9,"3"
23875,4,15,1996,8,"PP","F",23,16,"3"
23876,4,15,1996,16,"AH","",NA,NA,"3"
23877,4,15,1996,3,"PP","M",21,18,"3"
23878,4,15,1996,11,"PM","M",20,18,"3"
23879,4,15,1996,15,"PP","M",23,20,"3"
23880,4,15,1996,15,"PF","M",14,12,"3"
23881,4,15,1996,10,"RM","M",15,9,"3"
23882,5,23,1996,21,"PF","M",16,10,"3"
23883,5,23,1996,12,"DO","F",37,34,"3"
23884,5,23,1996,21,"PP","M",22,7,"3"
23885,5,23,1996,22,"PF","M",17,8,"3"
23886,5,23,1996,21,"PF","M",16,8,"3"
23887,5,23,1996,22,"PP","F",24,18,"3"
23888,5,23,1996,21,"PP","M",22,18,"3"
23889,5,23,1996,18,"PF","M",13,8,"3"
23890,5,23,1996,12,"DM","M",35,46,"3"
23891,5,23,1996,1,"DO","F",37,45,"3"
23892,5,23,1996,2,"PP","F",24,21,"3"
23893,5,23,1996,21,"PP","M",23,11,"3"
23894,5,23,1996,12,"NL","M",21,118,"3"
23895,5,23,1996,2,"DM","M",35,41,"3"
23896,5,23,1996,21,"PP","M",23,12,"3"
23897,5,23,1996,24,"RM","M",18,11,"3"
23898,5,23,1996,22,"DM","F",37,42,"3"
23899,5,23,1996,2,"DM","M",38,53,"3"
23900,5,23,1996,19,"PP","F",23,20,"3"
23901,5,23,1996,7,"PM","M",21,20,"3"
23902,5,23,1996,2,"DM","F",37,55,"3"
23903,5,23,1996,18,"PP","M",24,21,"3"
23904,5,23,1996,2,"DM","F",36,49,"3"
23905,5,23,1996,22,"PF","F",17,7,"3"
23906,5,23,1996,21,"AH","",NA,NA,"3"
23907,5,23,1996,12,"DM","F",35,48,"3"
23908,5,23,1996,22,"DM","M",37,54,"3"
23909,5,23,1996,12,"DM","M",38,54,"3"
23910,5,23,1996,7,"PP","M",24,13,"3"
23911,5,23,1996,12,"DM","F",30,45,"3"
23912,5,23,1996,2,"PF","M",17,8,"3"
23913,5,23,1996,2,"PP","F",21,13,"3"
23914,5,23,1996,21,"PP","F",22,21,"3"
23915,5,23,1996,21,"PF","M",16,8,"3"
23916,5,23,1996,12,"DM","M",32,53,"3"
23917,5,23,1996,12,"DM","M",21,48,"3"
23918,5,23,1996,1,"DO","M",36,46,"3"
23919,5,23,1996,21,"AH","",NA,NA,"3"
23920,5,23,1996,17,"DM","M",36,49,"3"
23921,5,23,1996,12,"PF","F",15,7,"3"
23922,5,23,1996,2,"DM","M",40,54,"3"
23923,5,23,1996,22,"DM","F",35,22,"3"
23924,5,23,1996,20,"PP","F",23,19,"3"
23925,5,23,1996,21,"PF","F",16,9,"3"
23926,5,23,1996,17,"DM","F",37,44,"3"
23927,5,23,1996,22,"DM","F",35,20,"3"
23928,5,23,1996,17,"DM","M",38,45,"3"
23929,5,23,1996,2,"DM","F",35,47,"3"
23930,5,23,1996,21,"PF","F",17,9,"3"
23931,5,23,1996,20,"PF","F",16,10,"3"
23932,5,23,1996,18,"PP","M",23,21,"3"
23933,5,23,1996,21,"RM","M",18,11,"3"
23934,5,23,1996,22,"PF","M",15,8,"3"
23935,5,23,1996,21,"PF","M",16,8,"3"
23936,5,23,1996,2,"DM","M",37,47,"3"
23937,5,23,1996,21,"PP","F",21,12,"3"
23938,5,23,1996,18,"PF","M",15,7,"3"
23939,5,23,1996,12,"DM","M",34,27,"3"
23940,5,23,1996,17,"DM","F",36,42,"3"
23941,5,23,1996,7,"PP","M",21,18,"3"
23942,5,23,1996,19,"PP","F",23,21,"3"
23943,5,23,1996,7,"PP","F",22,23,"3"
23944,5,23,1996,2,"PE","F",20,24,"3"
23945,5,23,1996,2,"PE","M",21,21,"3"
23946,5,23,1996,18,"PP","M",23,20,"3"
23947,5,23,1996,13,"PF","M",15,9,"3"
23948,5,23,1996,19,"PP","M",NA,NA,"3"
23949,5,23,1996,23,"","",NA,NA,"3"
23950,5,24,1996,14,"DM","M",37,51,"3"
23951,5,24,1996,3,"PP","M",22,20,"3"
23952,5,24,1996,14,"DM","F",37,47,"3"
23953,5,24,1996,6,"DO","M",38,27,"3"
23954,5,24,1996,14,"DM","M",39,56,"3"
23955,5,24,1996,3,"DO","F",35,35,"3"
23956,5,24,1996,15,"PF","M",16,9,"3"
23957,5,24,1996,8,"PP","F",23,19,"3"
23958,5,24,1996,6,"PF","F",16,9,"3"
23959,5,24,1996,5,"DM","F",38,49,"3"
23960,5,24,1996,8,"DO","F",34,47,"3"
23961,5,24,1996,15,"PF","F",12,9,"3"
23962,5,24,1996,14,"SS","",NA,NA,"3"
23963,5,24,1996,3,"DO","F",37,46,"3"
23964,5,24,1996,13,"OT","M",20,26,"3"
23965,5,24,1996,15,"DM","M",36,42,"3"
23966,5,24,1996,5,"PF","M",15,9,"3"
23967,5,24,1996,3,"PP","M",23,20,"3"
23968,5,24,1996,15,"PF","F",16,11,"3"
23969,5,24,1996,6,"OL","M",21,29,"3"
23970,5,24,1996,4,"DM","M",36,47,"3"
23971,5,24,1996,15,"PF","M",15,8,"3"
23972,5,24,1996,5,"PF","M",17,9,"3"
23973,5,24,1996,15,"PF","F",15,8,"3"
23974,5,24,1996,3,"PP","F",23,26,"3"
23975,5,24,1996,6,"DO","M",35,47,"3"
23976,5,24,1996,13,"PF","F",17,8,"3"
23977,5,24,1996,5,"SS","",NA,NA,"3"
23978,5,24,1996,3,"PF","M",15,9,"3"
23979,5,24,1996,6,"DO","F",33,32,"3"
23980,5,24,1996,4,"PF","M",16,10,"3"
23981,5,24,1996,8,"DO","M",37,47,"3"
23982,5,24,1996,14,"SS","",NA,NA,"3"
23983,5,24,1996,4,"DM","M",37,47,"3"
23984,5,24,1996,15,"PF","F",16,9,"3"
23985,5,24,1996,9,"DM","M",36,47,"3"
23986,5,24,1996,9,"DM","M",37,41,"3"
23987,5,24,1996,13,"OT","F",22,27,"3"
23988,5,24,1996,14,"DM","M",37,49,"3"
23989,5,24,1996,13,"DM","F",37,40,"3"
23990,5,24,1996,6,"DO","M",36,31,"3"
23991,5,24,1996,9,"DO","M",36,45,"3"
23992,5,24,1996,15,"PF","F",15,8,"3"
23993,5,24,1996,5,"PF","M",16,8,"3"
23994,5,24,1996,6,"PF","F",14,9,"3"
23995,5,24,1996,13,"PF","F",16,9,"3"
23996,5,24,1996,6,"PF","M",15,9,"3"
23997,5,24,1996,8,"PP","F",23,18,"3"
23998,5,24,1996,15,"PP","M",14,21,"3"
23999,5,24,1996,10,"RM","M",18,12,"3"
24000,5,24,1996,4,"PF","F",17,8,"3"
24001,5,24,1996,15,"PP","M",24,20,"3"
24002,5,24,1996,13,"PF","F",16,9,"3"
24003,5,24,1996,5,"PF","M",16,9,"3"
24004,5,24,1996,16,"DM","F",41,NA,"3"
24005,5,24,1996,4,"DM","M",38,51,"3"
24006,5,24,1996,14,"DM","F",38,49,"3"
24007,5,24,1996,15,"PP","M",21,10,"3"
24008,5,24,1996,13,"DM","M",37,24,"3"
24009,5,24,1996,5,"OT","F",20,30,"3"
24010,5,24,1996,3,"DO","M",38,44,"3"
24011,5,24,1996,14,"DM","F",35,61,"3"
24012,5,24,1996,11,"","",NA,NA,"3"
24013,6,13,1996,19,"PF","M",16,9,"3"
24014,6,13,1996,22,"DM","F",37,51,"3"
24015,6,13,1996,19,"PB","F",25,26,"3"
24016,6,13,1996,7,"PP","F",23,12,"3"
24017,6,13,1996,21,"PF","M",15,8,"3"
24018,6,13,1996,22,"DM","F",38,45,"3"
24019,6,13,1996,22,"PF","F",17,10,"3"
24020,6,13,1996,19,"PP","F",23,20,"3"
24021,6,13,1996,20,"OT","M",22,30,"3"
24022,6,13,1996,1,"PP","M",22,12,"3"
24023,6,13,1996,20,"PP","M",23,20,"3"
24024,6,13,1996,21,"PP","M",21,19,"3"
24025,6,13,1996,22,"PP","M",23,12,"3"
24026,6,13,1996,18,"PF","F",15,10,"3"
24027,6,13,1996,2,"DM","M",40,53,"3"
24028,6,13,1996,17,"DM","M",39,42,"3"
24029,6,13,1996,21,"PP","F",21,18,"3"
24030,6,13,1996,1,"PF","M",16,7,"3"
24031,6,13,1996,20,"PF","M",16,10,"3"
24032,6,13,1996,21,"PP","M",22,18,"3"
24033,6,13,1996,1,"DO","F",38,49,"3"
24034,6,13,1996,12,"PP","M",22,19,"3"
24035,6,13,1996,7,"PP","F",23,18,"3"
24036,6,13,1996,12,"DO","F",37,43,"3"
24037,6,13,1996,21,"PF","F",16,9,"3"
24038,6,13,1996,12,"PP","F",23,25,"3"
24039,6,13,1996,2,"PP","F",23,21,"3"
24040,6,13,1996,12,"DM","M",37,48,"3"
24041,6,13,1996,19,"PP","M",22,14,"3"
24042,6,13,1996,7,"PP","M",23,12,"3"
24043,6,13,1996,18,"PF","M",16,8,"3"
24044,6,13,1996,1,"PP","M",22,16,"3"
24045,6,13,1996,2,"DM","F",36,41,"3"
24046,6,13,1996,12,"DM","M",37,51,"3"
24047,6,13,1996,17,"PF","M",15,9,"3"
24048,6,13,1996,2,"PP","F",22,17,"3"
24049,6,13,1996,21,"RM","F",17,12,"3"
24050,6,13,1996,12,"PF","F",16,10,"3"
24051,6,13,1996,21,"AH","",NA,NA,"3"
24052,6,13,1996,2,"PB","M",26,26,"3"
24053,6,13,1996,20,"PF","F",16,7,"3"
24054,6,13,1996,21,"PP","M",22,17,"3"
24055,6,13,1996,19,"PF","M",16,9,"3"
24056,6,13,1996,1,"PF","M",16,6,"3"
24057,6,13,1996,20,"OT","F",23,24,"3"
24058,6,13,1996,17,"DM","M",37,49,"3"
24059,6,13,1996,19,"PP","M",23,20,"3"
24060,6,13,1996,7,"PP","M",22,19,"3"
24061,6,13,1996,21,"PF","F",17,9,"3"
24062,6,13,1996,23,"RM","M",17,11,"3"
24063,6,13,1996,19,"PF","M",15,9,"3"
24064,6,13,1996,12,"DM","F",36,53,"3"
24065,6,13,1996,7,"PP","F",24,23,"3"
24066,6,13,1996,19,"PF","M",16,9,"3"
24067,6,13,1996,19,"PP","M",20,12,"3"
24068,6,13,1996,18,"PP","M",22,16,"3"
24069,6,13,1996,21,"PP","F",24,21,"3"
24070,6,13,1996,17,"DM","M",36,22,"3"
24071,6,13,1996,21,"PP","M",25,14,"3"
24072,6,13,1996,17,"DM","F",36,51,"3"
24073,6,13,1996,12,"OT","M",19,25,"3"
24074,6,13,1996,18,"PP","F",22,13,"3"
24075,6,13,1996,12,"PM","M",21,20,"3"
24076,6,13,1996,19,"PF","M",16,10,"3"
24077,6,13,1996,18,"PF","F",16,10,"3"
24078,6,13,1996,20,"PP","F",23,24,"3"
24079,6,13,1996,1,"DO","M",34,47,"3"
24080,6,13,1996,17,"DM","M",37,50,"3"
24081,6,13,1996,7,"PP","F",23,13,"3"
24082,6,13,1996,24,"","",NA,NA,"3"
24083,6,14,1996,13,"PP","M",24,19,"3"
24084,6,14,1996,14,"DM","F",38,46,"3"
24085,6,14,1996,16,"RM","M",18,12,"3"
24086,6,14,1996,16,"PM","",NA,NA,"3"
24087,6,14,1996,3,"PP","M",23,19,"3"
24088,6,14,1996,4,"PF","F",16,7,"3"
24089,6,14,1996,6,"DO","",NA,NA,"3"
24090,6,14,1996,9,"PF","M",16,8,"3"
24091,6,14,1996,13,"PF","F",16,10,"3"
24092,6,14,1996,16,"DM","F",34,38,"3"
24093,6,14,1996,15,"PF","M",16,8,"3"
24094,6,14,1996,14,"DM","M",38,51,"3"
24095,6,14,1996,4,"SS","",NA,NA,"3"
24096,6,14,1996,4,"DM","M",38,52,"3"
24097,6,14,1996,3,"DO","F",35,49,"3"
24098,6,14,1996,8,"PE","F",20,28,"3"
24099,6,14,1996,13,"PC","",NA,NA,"3"
24100,6,14,1996,14,"PF","M",17,7,"3"
24101,6,14,1996,8,"DO","M",37,52,"3"
24102,6,14,1996,9,"DO","M",34,48,"3"
24103,6,14,1996,8,"PP","F",23,18,"3"
24104,6,14,1996,9,"AH","",NA,NA,"3"
24105,6,14,1996,3,"PF","M",16,9,"3"
24106,6,14,1996,9,"DM","F",36,40,"3"
24107,6,14,1996,13,"DM","F",36,41,"3"
24108,6,14,1996,14,"DM","M",38,56,"3"
24109,6,14,1996,6,"SS","",NA,NA,"3"
24110,6,14,1996,8,"DO","F",35,50,"3"
24111,6,14,1996,4,"DM","M",36,48,"3"
24112,6,14,1996,11,"DO","F",39,48,"3"
24113,6,14,1996,15,"PF","F",16,10,"3"
24114,6,14,1996,8,"PP","F",21,10,"3"
24115,6,14,1996,4,"DM","M",38,47,"3"
24116,6,14,1996,3,"PP","M",23,14,"3"
24117,6,14,1996,6,"DO","M",36,39,"3"
24118,6,14,1996,3,"PP","M",24,21,"3"
24119,6,14,1996,3,"PP","F",24,21,"3"
24120,6,14,1996,4,"PF","M",15,5,"3"
24121,6,14,1996,9,"DM","M",38,49,"3"
24122,6,14,1996,14,"PF","M",16,9,"3"
24123,6,14,1996,3,"PF","M",16,7,"3"
24124,6,14,1996,4,"PF","M",17,10,"3"
24125,6,14,1996,8,"SS","",NA,NA,"3"
24126,6,14,1996,3,"PE","F",20,23,"3"
24127,6,14,1996,8,"DO","M",37,47,"3"
24128,6,14,1996,13,"DM","F",37,33,"3"
24129,6,14,1996,5,"PF","M",17,9,"3"
24130,6,14,1996,13,"PF","F",16,5,"3"
24131,6,14,1996,14,"PP","F",23,15,"3"
24132,6,14,1996,15,"PP","F",23,19,"3"
24133,6,14,1996,11,"SS","",NA,NA,"3"
24134,6,14,1996,9,"SS","",NA,NA,"3"
24135,6,14,1996,9,"DM","M",39,43,"3"
24136,6,14,1996,8,"DO","M",36,42,"3"
24137,6,14,1996,14,"PP","F",23,21,"3"
24138,6,14,1996,3,"DO","F",37,49,"3"
24139,6,14,1996,4,"PP","F",22,15,"3"
24140,6,14,1996,8,"DO","M",37,49,"3"
24141,6,14,1996,13,"PF","M",15,9,"3"
24142,6,14,1996,3,"PP","M",24,22,"3"
24143,6,14,1996,9,"DM","M",38,50,"3"
24144,6,14,1996,14,"DM","M",NA,26,"3"
24145,6,14,1996,11,"PM","M",21,19,"3"
24146,6,14,1996,13,"PF","F",16,9,"3"
24147,6,14,1996,14,"DM","M",35,43,"3"
24148,6,14,1996,6,"DO","F",38,52,"3"
24149,6,14,1996,13,"PF","M",17,9,"3"
24150,6,14,1996,15,"PP","F",22,18,"3"
24151,6,14,1996,4,"PF","F",17,8,"3"
24152,6,14,1996,13,"SS","",NA,NA,"3"
24153,6,14,1996,4,"DM","M",38,46,"3"
24154,6,14,1996,14,"DM","M",39,52,"3"
24155,6,14,1996,4,"OL","M",23,40,"3"
24156,6,14,1996,14,"DM","F",35,44,"3"
24157,6,14,1996,14,"DM","F",37,49,"3"
24158,6,14,1996,11,"DO","F",34,33,"3"
24159,6,14,1996,13,"DM","M",36,31,"3"
24160,6,14,1996,14,"DM","M",37,48,"3"
24161,6,14,1996,15,"PF","F",17,10,"3"
24162,6,14,1996,5,"OT","F",20,29,"3"
24163,6,14,1996,13,"PP","M",23,13,"3"
24164,6,14,1996,15,"OT","M",21,26,"3"
24165,6,14,1996,3,"DM","",NA,NA,"3"
24166,6,14,1996,6,"DO","F",37,42,"3"
24167,6,14,1996,11,"DO","M",39,NA,"3"
24168,6,14,1996,9,"DM","M",38,46,"3"
24169,6,14,1996,14,"PM","M",20,13,"3"
24170,6,14,1996,15,"OL","F",21,21,"3"
24171,6,14,1996,10,"","",NA,NA,"3"
24172,7,20,1996,2,"PP","M",22,17,"3"
24173,7,20,1996,19,"PP","M",22,18,"3"
24174,7,20,1996,21,"PF","F",16,9,"3"
24175,7,20,1996,19,"PP","F",22,23,"3"
24176,7,20,1996,2,"OT","F",19,23,"3"
24177,7,20,1996,18,"PF","M",15,9,"3"
24178,7,20,1996,20,"PF","F",16,8,"3"
24179,7,20,1996,17,"DM","M",35,44,"3"
24180,7,20,1996,21,"PP","F",23,16,"3"
24181,7,20,1996,12,"DM","F",35,42,"3"
24182,7,20,1996,23,"RM","M",17,12,"3"
24183,7,20,1996,18,"PP","F",23,14,"3"
24184,7,20,1996,7,"PP","F",24,22,"3"
24185,7,20,1996,2,"PP","F",22,17,"3"
24186,7,20,1996,21,"PP","F",23,19,"3"
24187,7,20,1996,12,"PF","M",17,8,"3"
24188,7,20,1996,7,"PP","M",24,23,"3"
24189,7,20,1996,1,"PP","F",22,16,"3"
24190,7,20,1996,1,"PP","M",23,10,"3"
24191,7,20,1996,20,"PP","F",23,18,"3"
24192,7,20,1996,21,"PP","F",20,17,"3"
24193,7,20,1996,17,"DM","M",36,47,"3"
24194,7,20,1996,23,"AH","",NA,NA,"3"
24195,7,20,1996,19,"PP","F",22,20,"3"
24196,7,20,1996,22,"DM","M",39,49,"3"
24197,7,20,1996,2,"DM","F",30,46,"3"
24198,7,20,1996,18,"PP","M",23,19,"3"
24199,7,20,1996,20,"PP","M",24,20,"3"
24200,7,20,1996,12,"DM","M",36,49,"3"
24201,7,20,1996,7,"PP","F",23,17,"3"
24202,7,20,1996,12,"PP","F",23,21,"3"
24203,7,20,1996,19,"PF","M",15,9,"3"
24204,7,20,1996,7,"PP","M",22,21,"3"
24205,7,20,1996,19,"PF","F",16,7,"3"
24206,7,20,1996,17,"DM","M",37,49,"3"
24207,7,20,1996,7,"PP","F",23,20,"3"
24208,7,20,1996,17,"OT","M",22,28,"3"
24209,7,20,1996,22,"DM","F",37,51,"3"
24210,7,20,1996,1,"PP","M",23,19,"3"
24211,7,20,1996,20,"PF","M",16,10,"3"
24212,7,20,1996,1,"DO","F",35,58,"3"
24213,7,20,1996,23,"AH","",NA,NA,"3"
24214,7,20,1996,7,"PP","M",23,23,"3"
24215,7,20,1996,17,"PP","M",21,20,"3"
24216,7,20,1996,2,"PB","F",26,24,"3"
24217,7,20,1996,2,"PP","M",23,12,"3"
24218,7,20,1996,17,"DM","M",37,53,"3"
24219,7,20,1996,23,"SA","",NA,NA,"3"
24220,7,20,1996,1,"PF","F",15,7,"3"
24221,7,20,1996,18,"PF","F",15,10,"3"
24222,7,20,1996,17,"PF","F",16,7,"3"
24223,7,20,1996,21,"PP","F",23,21,"3"
24224,7,20,1996,21,"PP","F",22,26,"3"
24225,7,20,1996,12,"PF","F",16,6,"3"
24226,7,20,1996,19,"PP","M",23,19,"3"
24227,7,20,1996,22,"PF","M",16,8,"3"
24228,7,20,1996,24,"","",NA,NA,"3"
24229,7,21,1996,5,"PF","M",17,6,"3"
24230,7,21,1996,9,"PP","F",22,13,"3"
24231,7,21,1996,4,"DM","M",39,49,"3"
24232,7,21,1996,8,"DO","F",36,54,"3"
24233,7,21,1996,3,"PP","F",24,20,"3"
