"record_id","month","day","year","plot_id","species_id","sex","hindfoot_length","weight","cs"
80,8,19,1977,1,"DS","M",48,NA,"1"
81,8,19,1977,4,"PF","F",14,8,"1"
82,8,19,1977,4,"DM","F",35,41,"1"
83,8,20,1977,6,"DM","F",37,37,"1"
84,8,20,1977,19,"DM","F",35,43,"1"
85,8,20,1977,23,"DM","F",35,41,"1"
86,8,20,1977,18,"DM","F",33,40,"1"
87,8,20,1977,5,"PF","F",11,9,"1"
88,8,20,1977,18,"DM","F",35,45,"1"
89,8,20,1977,12,"PP","F",20,15,"1"
90,8,20,1977,18,"DM","M",35,29,"1"
91,8,20,1977,11,"DS","F",50,NA,"1"
92,8,20,1977,6,"DM","M",35,39,"1"
93,8,20,1977,18,"DM","",NA,42,"1"
94,8,20,1977,18,"DM","F",36,43,"1"
95,8,20,1977,23,"DM","M",38,46,"1"
96,8,20,1977,12,"DM","M",36,41,"1"
97,8,20,1977,18,"DM","M",36,41,"1"
98,8,20,1977,5,"DM","M",38,40,"1"
99,8,20,1977,11,"DM","M",37,45,"1"
100,8,20,1977,5,"DS","F",54,NA,"1"
101,8,20,1977,5,"DM","F",35,46,"1"
102,8,20,1977,23,"DM","F",35,40,"1"
103,8,20,1977,18,"DM","F",35,30,"1"
104,8,20,1977,11,"DS","M",43,NA,"1"
105,8,20,1977,19,"DM","M",35,39,"1"
106,8,20,1977,12,"NL","",NA,NA,"1"
107,8,20,1977,18,"NL","",NA,NA,"1"
108,8,20,1977,11,"PP","M",21,NA,"1"
109,8,20,1977,6,"DM","M",35,34,"1"
110,8,20,1977,10,"DS","",NA,NA,"1"
111,8,20,1977,11,"DM","F",37,42,"1"
112,8,20,1977,23,"DM","M",37,42,"1"
113,8,20,1977,5,"PF","F",13,8,"1"
114,8,21,1977,15,"DM","F",32,NA,"1"
115,8,21,1977,21,"DM","M",34,NA,"1"
116,8,21,1977,13,"DM","F",37,31,"1"
117,8,21,1977,21,"OX","F",19,NA,"1"
118,8,21,1977,17,"DM","M",33,NA,"1"
119,8,21,1977,20,"DM","M",35,NA,"1"
120,8,21,1977,20,"DM","M",35,NA,"1"
121,8,21,1977,15,"NL","",NA,NA,"1"
122,8,21,1977,22,"DM","F",33,NA,"1"
123,8,21,1977,17,"DM","M",37,NA,"1"
124,8,21,1977,14,"DM","M",36,NA,"1"
125,8,21,1977,22,"DM","M",35,NA,"1"
126,8,21,1977,20,"DM","F",30,NA,"1"
127,8,21,1977,14,"DM","M",33,NA,"1"
128,8,21,1977,15,"DM","M",34,NA,"1"
129,8,21,1977,14,"DM","F",34,NA,"1"
130,8,21,1977,16,"DM","F",34,NA,"1"
131,8,21,1977,22,"DM","M",37,NA,"1"
132,8,21,1977,22,"DM","F",33,NA,"1"
133,8,21,1977,15,"DM","M",37,NA,"1"
134,8,21,1977,17,"DS","F",45,NA,"1"
135,8,21,1977,15,"DM","F",35,NA,"1"
136,8,21,1977,13,"PF","F",16,NA,"1"
137,8,21,1977,20,"DM","F",35,NA,"1"
138,8,21,1977,22,"DM","M",37,NA,"1"
139,8,21,1977,14,"PF","M",15,NA,"1"
140,8,21,1977,20,"DM","M",33,NA,"1"
141,8,21,1977,16,"DM","M",36,NA,"1"
142,8,21,1977,17,"DM","F",34,NA,"1"
143,8,21,1977,15,"DM","M",35,NA,"1"
144,8,21,1977,15,"DS","M",40,NA,"1"
145,8,21,1977,13,"DM","F",37,NA,"1"
146,8,21,1977,13,"DM","F",36,40,"1"
147,8,21,1977,13,"DM","M",37,NA,"1"
148,8,21,1977,14,"DM","M",37,NA,"1"
149,8,21,1977,20,"DS","M",50,NA,"1"
150,8,21,1977,21,"DM","M",35,NA,"1"
151,8,21,1977,13,"DM","M",35,NA,"1"
152,8,21,1977,14,"DM","M",38,NA,"1"
153,8,21,1977,16,"DS","F",50,NA,"1"
154,8,21,1977,20,"DS","F",47,NA,"1"
155,8,21,1977,20,"DS","",NA,NA,"1"
156,8,21,1977,21,"DM","M",35,NA,"1"
157,9,11,1977,20,"DM","M",36,37,"1"
158,9,11,1977,22,"DM","M",36,48,"1"
159,9,11,1977,5,"DS","M",53,NA,"1"
160,9,11,1977,21,"DM","M",37,NA,"1"
161,9,11,1977,5,"DM","M",37,42,"1"
162,9,11,1977,6,"DM","F",39,45,"1"
163,9,11,1977,12,"PP","F",21,16,"1"
164,9,11,1977,22,"DM","F",36,36,"1"
165,9,11,1977,19,"DS","F",50,NA,"1"
166,9,11,1977,21,"OX","M",13,NA,"1"
167,9,11,1977,6,"DM","M",36,42,"1"
168,9,11,1977,12,"DM","M",36,44,"1"
169,9,11,1977,5,"DM","M",37,NA,"1"
170,9,11,1977,20,"DM","F",36,41,"1"
171,9,11,1977,12,"NL","",NA,NA,"1"
172,9,11,1977,22,"PF","F",NA,8,"1"
173,9,11,1977,12,"DM","F",36,40,"1"
174,9,11,1977,12,"DM","M",37,34,"1"
175,9,11,1977,19,"DM","M",33,40,"1"
176,9,11,1977,12,"DS","M",45,NA,"1"
177,9,11,1977,5,"OX","F",NA,20,"1"
178,9,11,1977,18,"DM","M",33,44,"1"
179,9,11,1977,12,"DM","M",37,44,"1"
180,9,11,1977,6,"DM","M",34,36,"1"
181,9,11,1977,20,"DM","M",35,33,"1"
182,9,11,1977,21,"DS","M",49,NA,"1"
183,9,11,1977,5,"DM","F",37,46,"1"
184,9,11,1977,20,"DS","M",52,NA,"1"
185,9,11,1977,12,"OX","F",19,NA,"1"
186,9,11,1977,19,"DM","F",34,35,"1"
187,9,12,1977,17,"DM","M",36,46,"1"
188,9,12,1977,14,"DS","F",48,NA,"1"
189,9,12,1977,17,"DM","F",33,37,"1"
190,9,12,1977,7,"DM","M",36,34,"1"
191,9,12,1977,17,"DS","M",47,NA,"1"
192,9,12,1977,4,"DM","F",36,45,"1"
193,9,12,1977,7,"PE","",NA,NA,"1"
194,9,12,1977,11,"NL","",NA,NA,"1"
195,9,12,1977,4,"DS","M",50,NA,"1"
196,9,12,1977,7,"PF","F",15,7,"1"
197,9,12,1977,14,"DM","M",37,51,"1"
198,9,12,1977,4,"DM","M",35,39,"1"
199,9,12,1977,11,"DM","M",36,29,"1"
200,9,12,1977,17,"DS","F",52,NA,"1"
201,9,12,1977,10,"DS","M",47,NA,"1"
202,9,12,1977,17,"DM","F",32,48,"1"
203,9,12,1977,11,"DM","M",38,46,"1"
204,9,12,1977,16,"DM","F",37,41,"1"
205,9,12,1977,16,"DS","M",50,NA,"1"
206,9,12,1977,23,"DS","F",52,NA,"1"
207,9,12,1977,16,"DS","F",53,NA,"1"
208,9,12,1977,14,"DM","M",37,45,"1"
209,9,12,1977,17,"DM","F",35,42,"1"
210,9,12,1977,11,"DM","F",36,53,"1"
211,9,12,1977,4,"DS","F",48,NA,"1"
212,9,12,1977,16,"PF","",NA,NA,"1"
213,9,12,1977,14,"DM","F",35,49,"1"
214,9,12,1977,17,"NL","",NA,NA,"1"
215,9,12,1977,14,"DM","F",36,46,"1"
216,9,12,1977,4,"PF","F",13,9,"1"
217,9,13,1977,3,"PP","F",19,15,"1"
218,9,13,1977,1,"PF","M",13,4,"1"
219,9,13,1977,13,"DM","M",36,48,"1"
220,9,13,1977,2,"DS","M",52,NA,"1"
221,9,13,1977,3,"DM","",NA,NA,"1"
222,9,13,1977,1,"DS","M",52,NA,"1"
223,9,13,1977,8,"DS","F",50,NA,"1"
224,9,13,1977,2,"NL","",NA,NA,"1"
225,9,13,1977,15,"DM","",NA,NA,"1"
226,9,13,1977,2,"DM","M",37,51,"1"
227,9,13,1977,15,"DM","",NA,NA,"1"
228,9,13,1977,9,"DM","M",38,50,"1"
229,9,13,1977,13,"DM","M",35,44,"1"
230,9,13,1977,15,"DM","",NA,NA,"1"
231,9,13,1977,15,"DS","",NA,NA,"1"
232,9,13,1977,9,"DS","M",48,NA,"1"
233,9,13,1977,2,"DM","M",25,44,"1"
234,9,13,1977,9,"DM","M",35,45,"1"
235,9,13,1977,13,"DM","F",37,45,"1"
236,9,13,1977,9,"DS","F",47,NA,"1"
237,9,13,1977,9,"DS","F",50,NA,"1"
238,9,13,1977,2,"PE","M",20,19,"1"
239,9,13,1977,1,"DS","M",48,NA,"1"
240,9,13,1977,9,"DS","F",53,NA,"1"
241,9,13,1977,3,"DS","",NA,NA,"1"
242,9,13,1977,2,"OX","M",19,22,"1"
243,10,16,1977,6,"DM","F",38,44,"1"
244,10,16,1977,22,"DM","F",36,42,"1"
245,10,16,1977,2,"DM","M",37,39,"1"
246,10,16,1977,13,"DM","M",37,47,"1"
247,10,16,1977,2,"DS","M",54,NA,"1"
248,10,16,1977,22,"OT","M",NA,21,"1"
249,10,16,1977,13,"DM","M",36,42,"1"
250,10,16,1977,18,"DS","F",51,NA,"1"
251,10,16,1977,2,"DM","M",36,49,"1"
252,10,16,1977,6,"DS","F",53,NA,"1"
253,10,16,1977,20,"DM","M",38,39,"1"
254,10,16,1977,20,"DM","F",36,43,"1"
255,10,16,1977,18,"DM","M",35,50,"1"
256,10,16,1977,6,"DM","M",36,41,"1"
257,10,16,1977,2,"DM","M",37,47,"1"
258,10,16,1977,18,"DM","F",36,37,"1"
259,10,16,1977,2,"DM","M",36,41,"1"
260,10,16,1977,22,"DM","F",36,36,"1"
261,10,16,1977,6,"DM","M",36,45,"1"
262,10,16,1977,20,"PE","M",19,20,"1"
263,10,16,1977,1,"DM","M",37,40,"1"
264,10,16,1977,9,"DS","F",49,NA,"1"
265,10,16,1977,9,"DM","M",38,49,"1"
266,10,16,1977,2,"NL","",NA,NA,"1"
267,10,16,1977,22,"DS","F",46,NA,"1"
268,10,16,1977,2,"DM","F",36,55,"1"
269,10,16,1977,6,"DM","M",37,46,"1"
270,10,16,1977,1,"DM","F",36,38,"1"
271,10,16,1977,9,"DS","F",50,NA,"1"
272,10,16,1977,18,"NL","",NA,NA,"1"
273,10,16,1977,9,"DM","M",37,44,"1"
274,10,16,1977,2,"OL","F",20,21,"1"
275,10,16,1977,20,"DM","M",37,41,"1"
276,10,16,1977,1,"DS","F",50,NA,"1"
277,10,16,1977,6,"OL","",20,21,"1"
278,10,16,1977,9,"DS","M",50,NA,"1"
279,10,16,1977,2,"PE","F",19,NA,"1"
280,10,16,1977,18,"DM","M",37,46,"1"
281,10,16,1977,20,"NL","",NA,NA,"1"
282,10,16,1977,22,"NL","",NA,NA,"1"
283,10,16,1977,6,"DM","M",34,36,"1"
284,10,16,1977,13,"DM","M",37,44,"1"
285,10,16,1977,1,"DM","M",36,53,"1"
286,10,16,1977,20,"DS","M",50,NA,"1"
287,10,17,1977,17,"DM","M",38,41,"1"
288,10,17,1977,17,"DM","M",37,48,"1"
289,10,17,1977,14,"DM","M",38,47,"1"
290,10,17,1977,17,"DM","F",33,NA,"1"
291,10,17,1977,11,"DS","F",47,NA,"1"
292,10,17,1977,3,"DO","F",36,33,"1"
293,10,17,1977,4,"DM","F",36,42,"1"
294,10,17,1977,3,"DO","F",37,50,"1"
295,10,17,1977,11,"DM","M",36,41,"1"
296,10,17,1977,17,"OT","",18,21,"1"
297,10,17,1977,11,"NL","",NA,NA,"1"
298,10,17,1977,19,"DM","M",36,49,"1"
299,10,17,1977,17,"OT","M",19,NA,"1"
300,10,17,1977,14,"DS","F",NA,NA,"1"
301,10,17,1977,17,"DS","F",48,NA,"1"
302,10,17,1977,19,"DM","F",36,44,"1"
303,10,17,1977,3,"DM","M",36,31,"1"
304,10,17,1977,21,"DM","M",37,40,"1"
305,10,17,1977,14,"DM","F",35,40,"1"
306,10,17,1977,16,"DM","M",33,23,"1"
307,10,17,1977,19,"DM","M",36,42,"1"
308,10,17,1977,4,"DS","F",48,NA,"1"
309,10,17,1977,17,"DS","M",49,NA,"1"
310,10,17,1977,11,"DS","",NA,NA,"1"
311,10,17,1977,19,"RM","M",18,13,"1"
312,10,17,1977,11,"DM","F",36,42,"1"
313,10,17,1977,19,"DM","M",35,31,"1"
314,10,17,1977,14,"NL","",NA,NA,"1"
315,10,17,1977,3,"DM","M",36,39,"1"
316,10,17,1977,15,"DM","M",37,48,"1"
317,10,17,1977,17,"DO","F",32,48,"1"
318,10,17,1977,17,"DM","M",33,29,"1"
319,10,17,1977,14,"DM","M",36,45,"1"
320,10,17,1977,17,"DM","F",35,39,"1"
321,10,17,1977,17,"OL","F",NA,23,"1"
322,10,17,1977,4,"DS","F",47,NA,"1"
323,10,17,1977,17,"DO","F",33,31,"1"
324,10,17,1977,7,"","",NA,NA,"1"
325,10,17,1977,10,"","",NA,NA,"1"
326,10,17,1977,23,"","",NA,NA,"1"
327,10,18,1977,8,"DS","F",50,NA,"1"
328,10,18,1977,16,"DM","F",NA,43,"1"
329,10,18,1977,5,"DS","F",47,NA,"1"
330,10,18,1977,5,"DM","M",37,43,"1"
331,10,18,1977,12,"DS","F",50,NA,"1"
332,10,18,1977,12,"PF","M",16,8,"1"
333,10,18,1977,19,"OX","",NA,NA,"1"
334,10,18,1977,5,"DM","F",37,45,"1"
335,10,18,1977,5,"DS","M",52,NA,"1"
336,10,18,1977,12,"DM","M",36,40,"1"
337,10,18,1977,8,"DO","F",35,41,"1"
338,10,18,1977,12,"DM","M",37,41,"1"
339,10,18,1977,8,"DS","F",49,NA,"1"
340,10,18,1977,12,"DM","F",36,39,"1"
341,10,18,1977,5,"DS","M",50,NA,"1"
342,10,18,1977,16,"DM","M",34,25,"1"
343,10,18,1977,21,"PF","",NA,NA,"1"
344,10,18,1977,3,"NL","",NA,NA,"1"
345,11,12,1977,22,"DM","F",34,45,"1"
346,11,12,1977,2,"DM","F",37,36,"1"
347,11,12,1977,6,"DM","F",38,40,"1"
348,11,12,1977,13,"DM","M",36,44,"1"
349,11,12,1977,2,"NL","",NA,NA,"1"
350,11,12,1977,2,"DM","M",37,47,"1"
351,11,12,1977,22,"OL","",NA,NA,"1"
352,11,12,1977,1,"DM","M",36,40,"1"
353,11,12,1977,18,"NL","",NA,NA,"1"
354,11,12,1977,2,"DM","M",38,44,"1"
355,11,12,1977,2,"OT","",NA,NA,"1"
356,11,12,1977,1,"DO","F",32,44,"1"
357,11,12,1977,9,"DS","F",50,117,"1"
358,11,12,1977,13,"PF","F",16,7,"1"
359,11,12,1977,18,"DM","M",36,40,"1"
360,11,12,1977,20,"DM","F",35,39,"1"
361,11,12,1977,2,"DM","F",36,40,"1"
362,11,12,1977,1,"DS","F",51,121,"1"
363,11,12,1977,2,"NL","",NA,NA,"1"
364,11,12,1977,9,"DM","M",37,46,"1"
365,11,12,1977,1,"DM","F",38,35,"1"
366,11,12,1977,2,"OL","",NA,NA,"1"
367,11,12,1977,20,"DS","M",51,115,"1"
368,11,12,1977,9,"PF","F",16,7,"1"
369,11,12,1977,20,"DM","F",36,39,"1"
370,11,12,1977,9,"DM","M",35,40,"1"
371,11,12,1977,13,"DM","M",36,40,"1"
372,11,12,1977,22,"DM","F",36,35,"1"
373,11,12,1977,6,"DM","M",34,36,"1"
374,11,12,1977,18,"DM","M",37,44,"1"
375,11,12,1977,9,"PF","F",15,6,"1"
376,11,12,1977,1,"PF","F",15,7,"1"
377,11,12,1977,9,"DS","F",48,120,"1"
378,11,12,1977,1,"DO","M",33,48,"1"
379,11,13,1977,14,"DM","M",36,44,"1"
380,11,13,1977,17,"DM","F",33,38,"1"
381,11,13,1977,17,"DS","F",48,118,"1"
382,11,13,1977,17,"DM","M",37,40,"1"
383,11,13,1977,11,"DS","F",52,126,"1"
384,11,13,1977,11,"DM","M",36,37,"1"
385,11,13,1977,17,"DS","M",50,132,"1"
386,11,13,1977,21,"OL","",NA,NA,"1"
387,11,13,1977,21,"OL","",NA,NA,"1"
388,11,13,1977,11,"DM","F",36,39,"1"
389,11,13,1977,14,"DS","F",NA,113,"1"
390,11,13,1977,11,"NL","",NA,NA,"1"
391,11,13,1977,11,"PF","M",15,7,"1"
392,11,13,1977,11,"DS","F",53,122,"1"
393,11,13,1977,14,"NL","",NA,NA,"1"
394,11,13,1977,4,"DS","F",48,107,"1"
395,11,13,1977,14,"DM","M",36,43,"1"
396,11,13,1977,14,"DM","F",36,40,"1"
397,11,13,1977,17,"RM","F",16,7,"1"
398,11,13,1977,4,"DS","F",50,115,"1"
399,11,13,1977,17,"DM","F",36,39,"1"
400,11,13,1977,21,"OL","",NA,NA,"1"
401,11,13,1977,3,"","",NA,NA,"1"
402,11,13,1977,15,"","",NA,NA,"1"
403,11,13,1977,19,"","",NA,NA,"1"
404,11,14,1977,12,"DM","M",37,40,"1"
405,11,14,1977,12,"DS","",NA,NA,"1"
406,11,14,1977,12,"NL","",NA,NA,"1"
407,11,14,1977,5,"DS","F",50,116,"1"
408,11,14,1977,8,"PF","F",9,6,"1"
409,11,14,1977,12,"DM","F",36,38,"1"
410,11,14,1977,5,"DS","M",53,137,"1"
411,11,14,1977,5,"DM","M",36,42,"1"
412,11,14,1977,5,"DS","M",52,126,"1"
413,11,14,1977,8,"DS","F",49,112,"1"
414,11,14,1977,8,"DO","F",34,39,"1"
415,11,14,1977,5,"DM","F",36,41,"1"
416,11,14,1977,7,"","",NA,NA,"1"
417,11,14,1977,10,"","",NA,NA,"1"
418,11,14,1977,16,"","",NA,NA,"1"
419,11,14,1977,23,"","",NA,NA,"1"
420,12,10,1977,13,"DM","F",38,48,"1"
421,12,10,1977,9,"DS","F",51,121,"1"
422,12,10,1977,2,"DM","F",37,42,"1"
423,12,10,1977,13,"DM","M",36,42,"1"
424,12,10,1977,2,"DM","M",37,52,"1"
425,12,10,1977,20,"DM","F",36,38,"1"
426,12,10,1977,22,"DM","M",36,45,"1"
427,12,10,1977,2,"DM","F",37,37,"1"
428,12,10,1977,9,"DO","F",33,40,"1"
429,12,10,1977,1,"DM","M",NA,38,"1"
430,12,10,1977,9,"PF","F",15,7,"1"
431,12,10,1977,2,"OT","",NA,NA,"1"
432,12,10,1977,2,"PF","",NA,NA,"1"
433,12,10,1977,9,"DM","M",38,44,"1"
434,12,10,1977,13,"PF","F",16,7,"1"
435,12,10,1977,2,"NL","",NA,NA,"1"
436,12,10,1977,18,"DM","F",37,33,"1"
437,12,10,1977,18,"DM","F",37,38,"1"
438,12,10,1977,2,"DM","M",36,47,"1"
439,12,10,1977,20,"DM","F",36,39,"1"
440,12,10,1977,1,"PF","F",16,7,"1"
441,12,10,1977,2,"OL","",NA,NA,"1"
442,12,10,1977,9,"OT","",NA,NA,"1"
443,12,10,1977,13,"DM","M",35,42,"1"
444,12,10,1977,6,"DM","M",38,36,"1"
445,12,10,1977,9,"OL","",NA,NA,"1"
446,12,10,1977,2,"OT","",NA,NA,"1"
447,12,10,1977,18,"DM","M",37,44,"1"
448,12,10,1977,20,"DS","M",51,116,"1"
449,12,10,1977,2,"DM","M",35,43,"1"
450,12,10,1977,1,"DO","M",33,45,"1"
451,12,10,1977,9,"DS","F",51,116,"1"
452,12,10,1977,2,"OT","",NA,NA,"1"
453,12,10,1977,9,"DM","M",36,42,"1"
454,12,10,1977,1,"DM","F",36,38,"1"
455,12,10,1977,7,"","",NA,NA,"1"
456,12,10,1977,10,"","",NA,NA,"1"
457,12,10,1977,16,"","",NA,NA,"1"
458,12,10,1977,19,"","",NA,NA,"1"
459,12,10,1977,23,"","",NA,NA,"1"
460,12,11,1977,12,"DS","F",NA,114,"1"
461,12,11,1977,14,"DM","M",36,41,"1"
462,12,11,1977,17,"DM","M",36,40,"1"
463,12,11,1977,4,"DS","M",49,134,"1"
464,12,11,1977,5,"DS","M",49,139,"1"
465,12,11,1977,5,"NL","",NA,NA,"1"
466,12,11,1977,4,"DS","F",51,118,"1"
467,12,11,1977,8,"DO","F",32,41,"1"
468,12,11,1977,11,"DM","M",35,37,"1"
469,12,11,1977,12,"NL","",NA,NA,"1"
470,12,11,1977,4,"PF","M",15,6,"1"
471,12,11,1977,5,"OT","",NA,NA,"1"
472,12,11,1977,11,"DS","F",49,127,"1"
473,12,11,1977,21,"OT","",NA,NA,"1"
474,12,11,1977,8,"PF","F",15,6,"1"
475,12,11,1977,11,"NL","",NA,NA,"1"
476,12,11,1977,8,"DS","F",NA,120,"1"
477,12,11,1977,17,"DS","F",47,115,"1"
478,12,11,1977,3,"OT","",NA,NA,"1"
479,12,11,1977,14,"DM","F",36,40,"1"
480,12,11,1977,14,"DS","F",47,114,"1"
481,12,11,1977,17,"DM","F",35,37,"1"
482,12,11,1977,17,"DM","M",37,46,"1"
483,12,11,1977,8,"DS","M",49,149,"1"
484,12,11,1977,11,"DM","F",37,38,"1"
485,12,11,1977,11,"DS","M",52,127,"1"
486,12,11,1977,14,"NL","",NA,NA,"1"
487,12,11,1977,12,"DM","F",38,36,"1"
488,12,11,1977,12,"DM","M",37,41,"1"
489,12,11,1977,11,"OT","",NA,NA,"1"
490,12,11,1977,14,"DM","M",37,44,"1"
491,12,11,1977,11,"DS","M",48,138,"1"
492,12,11,1977,12,"DS","M",49,110,"1"
493,12,11,1977,4,"DS","F",49,110,"1"
494,12,11,1977,4,"OT","",NA,NA,"1"
495,12,11,1977,17,"NL","",NA,NA,"1"
496,12,11,1977,17,"DM","F",36,37,"1"
497,12,11,1977,5,"OT","",NA,NA,"1"
498,12,11,1977,3,"PF","M",16,7,"1"
499,12,11,1977,11,"DS","F",51,121,"1"
500,12,11,1977,21,"OT","",NA,NA,"1"
501,12,11,1977,21,"OT","",NA,NA,"1"
502,12,11,1977,5,"DM","F",36,43,"1"
503,12,11,1977,15,"","",NA,NA,"1"
504,1,8,1978,3,"OL","",NA,NA,"1"
505,1,8,1978,13,"DM","M",36,43,"1"
506,1,8,1978,2,"NL","",NA,NA,"1"
507,1,8,1978,2,"DM","M",35,44,"1"
508,1,8,1978,20,"DM","F",36,36,"1"
509,1,8,1978,3,"NL","",NA,NA,"1"
510,1,8,1978,13,"PF","F",16,8,"1"
511,1,8,1978,2,"DM","M",36,38,"1"
512,1,8,1978,9,"DS","F",48,122,"1"
513,1,8,1978,2,"OL","",NA,NA,"1"
514,1,8,1978,9,"PF","M",16,7,"1"
515,1,8,1978,9,"DO","F",NA,42,"1"
516,1,8,1978,9,"DM","M",38,46,"1"
517,1,8,1978,2,"PE","M",26,22,"1"
518,1,8,1978,2,"DM","M",36,38,"1"
519,1,8,1978,2,"DM","M",38,48,"1"
520,1,8,1978,3,"PF","M",15,7,"1"
521,1,8,1978,2,"DM","M",36,43,"1"
522,1,8,1978,2,"DM","F",37,35,"1"
523,1,8,1978,2,"DM","M",36,43,"1"
524,1,8,1978,20,"DM","",NA,NA,"1"
525,1,8,1978,6,"DM","M",34,36,"1"
526,1,8,1978,9,"DS","F",51,117,"1"
527,1,8,1978,2,"DM","F",37,37,"1"
528,1,8,1978,20,"DS","M",51,122,"1"
529,1,8,1978,9,"DM","M",36,43,"1"
530,1,8,1978,13,"DM","M",37,42,"1"
531,1,8,1978,20,"NL","",NA,NA,"1"
532,1,8,1978,2,"PF","F",NA,7,"1"
533,1,8,1978,2,"DM","M",NA,45,"1"
534,1,8,1978,2,"OT","",NA,NA,"1"
535,1,8,1978,7,"","",NA,NA,"1"
536,1,8,1978,22,"","",NA,NA,"1"
537,1,9,1978,14,"OT","",NA,NA,"1"
538,1,9,1978,17,"DM","M",36,40,"1"
539,1,9,1978,17,"DM","F",34,37,"1"
540,1,9,1978,17,"DS","F",47,117,"1"
541,1,9,1978,11,"DM","M",36,40,"1"
542,1,9,1978,1,"DM","M",36,40,"1"
543,1,9,1978,4,"DS","M",49,132,"1"
544,1,9,1978,14,"OL","",NA,NA,"1"
545,1,9,1978,1,"DM","F",38,36,"1"
546,1,9,1978,11,"NL","",NA,NA,"1"
547,1,9,1978,8,"OT","",NA,NA,"1"
