"record_id","month","day","year","plot_id","species_id","sex","hindfoot_length","weight","cs"
11912,10,4,1986,12,"DM","M",33,26,"2"
11913,10,4,1986,22,"DM","F",36,46,"2"
11914,10,4,1986,17,"NL","M",30,142,"2"
11915,10,4,1986,24,"DM","M",36,45,"2"
11916,10,4,1986,22,"OT","F",19,21,"2"
11917,10,4,1986,17,"DO","M",34,NA,"2"
11918,10,4,1986,24,"DM","F",34,31,"2"
11919,10,4,1986,16,"","",NA,NA,"2"
11920,10,5,1986,2,"DM","M",37,53,"2"
11921,10,5,1986,8,"PP","M",21,12,"2"
11922,10,5,1986,11,"DS","F",46,102,"2"
11923,10,5,1986,2,"DS","M",53,134,"2"
11924,10,5,1986,5,"DO","M",35,62,"2"
11925,10,5,1986,1,"DM","F",37,53,"2"
11926,10,5,1986,5,"DM","F",35,27,"2"
11927,10,5,1986,11,"DO","M",36,51,"2"
11928,10,5,1986,13,"NL","F",32,180,"2"
11929,10,5,1986,9,"DM","M",37,40,"2"
11930,10,5,1986,1,"DS","M",49,131,"2"
11931,10,5,1986,11,"OL","M",19,14,"2"
11932,10,5,1986,8,"DS","M",54,148,"2"
11933,10,5,1986,5,"DM","F",37,43,"2"
11934,10,5,1986,11,"NL","F",31,94,"2"
11935,10,5,1986,8,"OL","M",20,20,"2"
11936,10,5,1986,4,"DM","M",37,49,"2"
11937,10,5,1986,8,"OT","F",19,20,"2"
11938,10,5,1986,13,"DM","M",37,46,"2"
11939,10,5,1986,11,"DM","F",37,41,"2"
11940,10,5,1986,8,"DO","F",34,49,"2"
11941,10,5,1986,4,"DS","F",50,124,"2"
11942,10,5,1986,11,"DM","F",35,42,"2"
11943,10,5,1986,11,"PE","F",20,22,"2"
11944,10,5,1986,5,"DM","F",36,42,"2"
11945,10,5,1986,9,"DM","M",37,50,"2"
11946,10,5,1986,1,"DM","F",37,49,"2"
11947,10,5,1986,9,"DM","F",37,37,"2"
11948,10,5,1986,2,"PE","F",21,22,"2"
11949,10,5,1986,3,"OL","F",20,24,"2"
11950,10,5,1986,13,"NL","M",32,176,"2"
11951,10,5,1986,1,"DM","M",37,51,"2"
11952,10,5,1986,13,"DM","M",35,51,"2"
11953,10,5,1986,2,"NL","M",33,221,"2"
11954,10,5,1986,8,"DS","F",51,136,"2"
11955,10,5,1986,9,"DM","M",36,43,"2"
11956,10,5,1986,8,"DM","M",37,48,"2"
11957,10,5,1986,4,"DM","M",36,45,"2"
11958,10,5,1986,3,"OL","M",21,32,"2"
11959,10,5,1986,11,"DM","F",34,43,"2"
11960,10,5,1986,10,"","",NA,NA,"2"
11961,10,5,1986,15,"","",NA,NA,"2"
11962,10,5,1986,7,"","",NA,NA,"2"
11963,11,15,1986,20,"DM","F",35,36,"2"
11964,11,15,1986,18,"OL","F",20,25,"2"
11965,11,15,1986,14,"DM","M",34,49,"2"
11966,11,15,1986,17,"DM","M",35,48,"2"
11967,11,15,1986,18,"DM","F",34,42,"2"
11968,11,15,1986,21,"PM","F",19,27,"2"
11969,11,15,1986,18,"DM","M",37,49,"2"
11970,11,15,1986,20,"DO","F",35,46,"2"
11971,11,15,1986,24,"DM","F",34,41,"2"
11972,11,15,1986,12,"DO","F",35,38,"2"
11973,11,15,1986,24,"DM","M",36,42,"2"
11974,11,15,1986,14,"OL","M",19,26,"2"
11975,11,15,1986,12,"RM","M",17,12,"2"
11976,11,15,1986,21,"RM","M",17,11,"2"
11977,11,15,1986,14,"OL","F",19,36,"2"
11978,11,15,1986,6,"DO","F",32,34,"2"
11979,11,15,1986,24,"DM","M",36,37,"2"
11980,11,15,1986,18,"PM","F",20,21,"2"
11981,11,15,1986,6,"DM","M",34,48,"2"
11982,11,15,1986,20,"DM","F",33,35,"2"
11983,11,15,1986,14,"DM","M",36,51,"2"
11984,11,15,1986,17,"DM","F",36,49,"2"
11985,11,15,1986,12,"DM","F",37,45,"2"
11986,11,15,1986,22,"DM","M",36,51,"2"
11987,11,15,1986,12,"OT","M",20,24,"2"
11988,11,15,1986,20,"DM","M",35,49,"2"
11989,11,15,1986,14,"DM","M",37,52,"2"
11990,11,15,1986,18,"OL","M",21,26,"2"
11991,11,15,1986,6,"DM","F",35,29,"2"
11992,11,15,1986,18,"DM","F",37,44,"2"
11993,11,15,1986,6,"DO","F",35,38,"2"
11994,11,15,1986,17,"DO","M",29,18,"2"
11995,11,15,1986,14,"DM","F",36,43,"2"
11996,11,15,1986,12,"DM","M",35,33,"2"
11997,11,15,1986,18,"NL","M",32,167,"2"
11998,11,15,1986,24,"DM","F",36,40,"2"
11999,11,15,1986,23,"OT","F",19,10,"2"
12000,11,15,1986,6,"OL","M",20,36,"2"
12001,11,15,1986,14,"DM","F",36,44,"2"
12002,11,15,1986,17,"DO","F",35,69,"2"
12003,11,15,1986,20,"OL","F",20,29,"2"
12004,11,15,1986,6,"DO","M",36,54,"2"
12005,11,15,1986,22,"DM","F",35,46,"2"
12006,11,15,1986,16,"PM","M",20,24,"2"
12007,11,15,1986,22,"DM","F",35,37,"2"
12008,11,15,1986,12,"DM","M",35,49,"2"
12009,11,15,1986,7,"","",NA,NA,"2"
12010,11,15,1986,19,"","",NA,NA,"2"
12011,11,16,1986,2,"DM","F",36,46,"2"
12012,11,16,1986,13,"DS","F",48,NA,"2"
12013,11,16,1986,9,"DO","F",35,62,"2"
12014,11,16,1986,2,"DM","M",35,49,"2"
12015,11,16,1986,8,"OL","F",19,22,"2"
12016,11,16,1986,13,"DO","F",36,49,"2"
12017,11,16,1986,4,"OL","M",21,34,"2"
12018,11,16,1986,13,"DO","M",35,48,"2"
12019,11,16,1986,8,"DO","M",35,48,"2"
12020,11,16,1986,2,"DS","M",52,133,"2"
12021,11,16,1986,11,"DS","F",50,117,"2"
12022,11,16,1986,4,"DS","F",51,141,"2"
12023,11,16,1986,8,"DS","M",53,170,"2"
12024,11,16,1986,4,"DM","M",37,48,"2"
12025,11,16,1986,9,"DM","M",36,52,"2"
12026,11,16,1986,4,"OL","F",21,32,"2"
12027,11,16,1986,3,"PM","F",20,18,"2"
12028,11,16,1986,15,"AH","",NA,NA,"2"
12029,11,16,1986,1,"DM","M",34,33,"2"
12030,11,16,1986,1,"DM","M",34,31,"2"
12031,11,16,1986,5,"DM","F",36,47,"2"
12032,11,16,1986,1,"DM","F",36,47,"2"
12033,11,16,1986,5,"DM","M",38,56,"2"
12034,11,16,1986,13,"DM","M",37,42,"2"
12035,11,16,1986,3,"PM","M",20,21,"2"
12036,11,16,1986,9,"DS","M",49,144,"2"
12037,11,16,1986,1,"DM","M",36,37,"2"
12038,11,16,1986,11,"DM","F",38,47,"2"
12039,11,16,1986,11,"RM","M",16,11,"2"
12040,11,16,1986,2,"PM","F",19,18,"2"
12041,11,16,1986,1,"DS","M",50,135,"2"
12042,11,16,1986,11,"DM","M",35,37,"2"
12043,11,16,1986,1,"DM","M",33,32,"2"
12044,11,16,1986,2,"PM","F",20,20,"2"
12045,11,16,1986,5,"DO","F",36,56,"2"
12046,11,16,1986,5,"DM","F",34,31,"2"
12047,11,16,1986,8,"DO","F",33,63,"2"
12048,11,16,1986,9,"DM","M",36,50,"2"
12049,11,16,1986,11,"RM","F",17,14,"2"
12050,11,16,1986,11,"OL","F",20,28,"2"
12051,11,16,1986,2,"DO","F",37,62,"2"
12052,11,16,1986,8,"DS","F",48,130,"2"
12053,11,16,1986,1,"DS","F",48,130,"2"
12054,11,16,1986,10,"RM","F",16,9,"2"
12055,11,16,1986,1,"DM","M",37,53,"2"
12056,11,16,1986,2,"DM","M",35,44,"2"
12057,11,16,1986,13,"DM","M",34,44,"2"
12058,11,16,1986,9,"NL","M",32,144,"2"
12059,11,16,1986,5,"DO","M",36,56,"2"
12060,11,16,1986,1,"DM","F",37,45,"2"
12061,11,16,1986,2,"PM","M",21,20,"2"
12062,11,16,1986,13,"DO","M",35,50,"2"
12063,11,16,1986,2,"DO","M",35,40,"2"
12064,11,16,1986,11,"DM","F",36,40,"2"
12065,11,16,1986,1,"DM","F",36,32,"2"
12066,11,16,1986,2,"DO","M",35,44,"2"
12067,11,16,1986,11,"OT","M",20,25,"2"
12068,11,16,1986,9,"DM","F",36,42,"2"
12069,11,16,1986,4,"DM","M",35,47,"2"
12070,11,16,1986,9,"DM","M",34,36,"2"
12071,12,14,1986,17,"DM","M",35,48,"2"
12072,12,14,1986,24,"DM","F",36,43,"2"
12073,12,14,1986,20,"DO","F",35,49,"2"
12074,12,14,1986,14,"DM","F",35,42,"2"
12075,12,14,1986,24,"PE","F",21,25,"2"
12076,12,14,1986,6,"DM","M",35,43,"2"
12077,12,14,1986,21,"RM","F",NA,NA,"2"
12078,12,14,1986,6,"DO","F",34,41,"2"
12079,12,14,1986,21,"RM","M",17,12,"2"
12080,12,14,1986,14,"OL","M",22,35,"2"
12081,12,14,1986,16,"AB","",NA,NA,"2"
12082,12,14,1986,12,"NL","M",34,210,"2"
12083,12,14,1986,20,"DM","F",35,41,"2"
12084,12,14,1986,14,"DM","M",35,52,"2"
12085,12,14,1986,20,"DO","M",34,29,"2"
12086,12,14,1986,20,"DO","M",35,54,"2"
12087,12,14,1986,17,"DO","M",31,30,"2"
12088,12,14,1986,24,"DM","M",36,43,"2"
12089,12,14,1986,21,"PM","M",21,25,"2"
12090,12,14,1986,14,"DM","F",35,43,"2"
12091,12,14,1986,12,"RM","M",17,13,"2"
12092,12,14,1986,20,"DO","M",33,55,"2"
12093,12,14,1986,12,"DM","F",36,44,"2"
12094,12,14,1986,12,"DM","M",35,38,"2"
12095,12,14,1986,19,"PM","F",19,24,"2"
12096,12,14,1986,22,"DM","F",36,42,"2"
12097,12,14,1986,6,"DO","F",35,43,"2"
12098,12,14,1986,14,"DM","M",35,51,"2"
12099,12,14,1986,17,"DO","F",34,51,"2"
12100,12,14,1986,24,"DM","M",37,42,"2"
12101,12,14,1986,12,"OT","M",20,24,"2"
12102,12,14,1986,14,"NL","M",33,204,"2"
12103,12,14,1986,18,"NL","M",34,216,"2"
12104,12,14,1986,6,"DM","F",35,37,"2"
12105,12,14,1986,12,"AH","",NA,NA,"2"
12106,12,14,1986,12,"OL","F",20,25,"2"
12107,12,14,1986,6,"DO","M",36,NA,"2"
12108,12,14,1986,20,"DM","M",36,50,"2"
12109,12,14,1986,18,"DM","M",36,48,"2"
12110,12,14,1986,23,"RM","F",16,12,"2"
12111,12,14,1986,17,"OL","M",20,42,"2"
12112,12,14,1986,6,"DO","F",37,50,"2"
12113,12,14,1986,22,"DM","M",37,51,"2"
12114,12,14,1986,17,"DO","F",35,30,"2"
12115,12,14,1986,17,"PM","M",20,22,"2"
12116,12,14,1986,22,"DM","F",36,37,"2"
12117,12,15,1986,2,"DM","F",36,44,"2"
12118,12,15,1986,3,"RM","M",16,9,"2"
12119,12,15,1986,11,"DM","M",34,27,"2"
12120,12,15,1986,3,"NL","F",29,177,"2"
12121,12,15,1986,3,"PM","",NA,25,"2"
12122,12,15,1986,7,"PE","F",18,25,"2"
12123,12,15,1986,2,"DS","M",51,143,"2"
12124,12,15,1986,5,"DO","F",34,39,"2"
12125,12,15,1986,9,"DO","F",35,58,"2"
12126,12,15,1986,8,"DO","M",33,51,"2"
12127,12,15,1986,9,"DS","M",49,165,"2"
12128,12,15,1986,11,"DS","F",48,135,"2"
12129,12,15,1986,13,"DM","M",36,44,"2"
12130,12,15,1986,9,"DM","M",35,54,"2"
12131,12,15,1986,8,"DS","M",54,164,"2"
12132,12,15,1986,1,"DM","M",35,40,"2"
12133,12,15,1986,4,"DS","F",49,138,"2"
12134,12,15,1986,5,"DM","M",34,24,"2"
12135,12,15,1986,4,"DM","M",37,51,"2"
12136,12,15,1986,9,"DS","F",51,159,"2"
12137,12,15,1986,2,"DM","M",37,49,"2"
12138,12,15,1986,2,"DM","F",35,39,"2"
12139,12,15,1986,1,"DM","F",36,45,"2"
12140,12,15,1986,5,"DM","M",37,52,"2"
12141,12,15,1986,9,"DO","M",35,39,"2"
12142,12,15,1986,2,"PM","M",18,25,"2"
12143,12,15,1986,1,"DM","M",34,37,"2"
12144,12,15,1986,4,"RM","M",15,9,"2"
12145,12,15,1986,11,"RM","F",14,14,"2"
12146,12,15,1986,2,"DO","M",34,48,"2"
12147,12,15,1986,11,"DM","M",34,40,"2"
12148,12,15,1986,5,"DO","M",36,54,"2"
12149,12,15,1986,1,"DS","M",49,142,"2"
12150,12,15,1986,2,"PM","M",19,23,"2"
12151,12,15,1986,5,"DO","M",37,56,"2"
12152,12,15,1986,9,"DM","F",35,46,"2"
12153,12,15,1986,7,"RM","F",17,13,"2"
12154,12,15,1986,9,"DM","M",37,38,"2"
12155,12,15,1986,15,"RM","M",16,10,"2"
12156,12,15,1986,9,"DO","F",34,32,"2"
12157,12,15,1986,1,"DS","F",48,145,"2"
12158,12,15,1986,11,"DM","F",36,28,"2"
12159,12,15,1986,15,"PM","M",19,22,"2"
12160,12,15,1986,13,"DM","M",35,47,"2"
12161,12,15,1986,2,"OL","M",19,29,"2"
12162,12,15,1986,3,"PM","F",20,23,"2"
12163,12,15,1986,11,"DM","F",35,44,"2"
12164,12,15,1986,7,"PE","M",19,24,"2"
12165,12,15,1986,13,"DO","M",34,52,"2"
12166,12,15,1986,1,"DM","M",36,58,"2"
12167,12,15,1986,3,"RM","M",15,12,"2"
12168,12,15,1986,4,"DM","M",36,47,"2"
12169,12,15,1986,10,"","",NA,NA,"2"
12170,1,31,1987,16,"RM","F",15,11,"2"
12171,1,31,1987,24,"DM","M",35,45,"2"
12172,1,31,1987,21,"PM","",NA,NA,"2"
12173,1,31,1987,20,"OL","M",19,38,"2"
12174,1,31,1987,14,"DM","M",35,49,"2"
12175,1,31,1987,18,"PE","F",20,25,"2"
12176,1,31,1987,24,"RM","M",16,11,"2"
12177,1,31,1987,14,"DM","F",34,41,"2"
12178,1,31,1987,16,"RM","F",15,7,"2"
12179,1,31,1987,14,"OL","M",20,32,"2"
12180,1,31,1987,24,"DM","F",34,38,"2"
12181,1,31,1987,6,"DM","M",36,43,"2"
12182,1,31,1987,12,"OT","M",19,24,"2"
12183,1,31,1987,18,"RM","M",17,10,"2"
12184,1,31,1987,12,"OL","F",19,25,"2"
12185,1,31,1987,6,"DM","F",35,39,"2"
12186,1,31,1987,12,"NL","F",33,164,"2"
12187,1,31,1987,18,"DM","M",35,48,"2"
12188,1,31,1987,24,"DM","M",35,43,"2"
12189,1,31,1987,18,"PE","M",19,27,"2"
12190,1,31,1987,21,"RM","F",17,14,"2"
12191,1,31,1987,12,"RM","M",16,12,"2"
12192,1,31,1987,20,"RM","F",15,9,"2"
12193,1,31,1987,24,"RM","F",15,11,"2"
12194,1,31,1987,17,"RM","F",16,15,"2"
12195,1,31,1987,17,"RM","M",16,9,"2"
12196,1,31,1987,24,"DM","M",34,26,"2"
12197,1,31,1987,22,"RM","F",15,8,"2"
12198,1,31,1987,21,"PM","M",19,26,"2"
12199,1,31,1987,20,"DO","F",33,47,"2"
12200,1,31,1987,14,"NL","F",29,80,"2"
12201,1,31,1987,6,"DO","F",33,36,"2"
12202,1,31,1987,12,"DM","F",35,44,"2"
12203,1,31,1987,19,"PM","F",19,25,"2"
12204,1,31,1987,12,"DM","M",35,39,"2"
12205,1,31,1987,20,"DO","M",32,52,"2"
12206,1,31,1987,6,"DO","F",35,45,"2"
12207,1,31,1987,22,"DM","F",37,35,"2"
12208,1,31,1987,20,"DM","M",34,39,"2"
12209,1,31,1987,14,"OL","M",19,39,"2"
12210,1,31,1987,19,"RM","F",16,6,"2"
12211,1,31,1987,23,"AB","",NA,NA,"2"
12212,1,31,1987,14,"NL","F",31,184,"2"
12213,1,31,1987,14,"NL","F",29,75,"2"
12214,1,31,1987,24,"DM","F",35,39,"2"
12215,1,31,1987,6,"OL","M",22,38,"2"
12216,1,31,1987,17,"RM","M",16,11,"2"
12217,1,31,1987,14,"DM","M",37,51,"2"
12218,1,31,1987,19,"RM","M",15,12,"2"
12219,1,31,1987,16,"DO","F",33,43,"2"
12220,1,31,1987,19,"PM","M",18,18,"2"
12221,1,31,1987,16,"DO","M",33,56,"2"
12222,1,31,1987,20,"DM","M",35,49,"2"
12223,1,31,1987,12,"DM","M",35,57,"2"
12224,1,31,1987,17,"DO","F",33,58,"2"
12225,1,31,1987,23,"PM","M",22,28,"2"
12226,1,31,1987,14,"RM","M",15,12,"2"
12227,1,31,1987,17,"NL","M",32,202,"2"
12228,1,31,1987,6,"DO","M",NA,NA,"2"
12229,1,31,1987,24,"DM","M",36,43,"2"
12230,1,31,1987,22,"DM","F",35,40,"2"
12231,1,31,1987,19,"RM","F",16,12,"2"
12232,1,31,1987,23,"RM","M",14,10,"2"
12233,1,31,1987,20,"RM","F",16,13,"2"
12234,2,1,1987,2,"DM","M",32,45,"2"
12235,2,1,1987,4,"DM","M",34,51,"2"
12236,2,1,1987,5,"OL","M",19,39,"2"
12237,2,1,1987,9,"OT","M",20,26,"2"
12238,2,1,1987,7,"RM","M",15,11,"2"
12239,2,1,1987,9,"DO","F",37,59,"2"
12240,2,1,1987,8,"DO","M",35,54,"2"
12241,2,1,1987,4,"DM","M",34,50,"2"
12242,2,1,1987,13,"DO","M",36,52,"2"
12243,2,1,1987,5,"OT","F",18,16,"2"
12244,2,1,1987,4,"DM","F",34,43,"2"
12245,2,1,1987,5,"DM","M",34,53,"2"
12246,2,1,1987,2,"AB","",NA,NA,"2"
12247,2,1,1987,3,"PM","F",19,10,"2"
12248,2,1,1987,11,"PE","F",21,24,"2"
12249,2,1,1987,2,"DM","F",36,45,"2"
12250,2,1,1987,9,"DM","M",36,54,"2"
12251,2,1,1987,2,"DS","M",51,136,"2"
12252,2,1,1987,5,"DM","F",34,47,"2"
12253,2,1,1987,11,"PC","",NA,NA,"2"
12254,2,1,1987,13,"AB","",NA,NA,"2"
12255,2,1,1987,5,"OL","M",20,28,"2"
12256,2,1,1987,8,"DS","M",54,148,"2"
12257,2,1,1987,13,"DM","M",35,46,"2"
12258,2,1,1987,5,"OL","F",21,31,"2"
12259,2,1,1987,9,"DO","M",34,43,"2"
12260,2,1,1987,15,"AB","",NA,NA,"2"
12261,2,1,1987,15,"AH","",NA,NA,"2"
12262,2,1,1987,7,"RM","F",17,12,"2"
12263,2,1,1987,3,"RM","F",15,9,"2"
12264,2,1,1987,9,"DM","M",35,50,"2"
12265,2,1,1987,10,"RM","M",15,10,"2"
12266,2,1,1987,4,"DS","M",48,87,"2"
12267,2,1,1987,5,"DO","F",34,NA,"2"
12268,2,1,1987,3,"PM","F",20,29,"2"
12269,2,1,1987,9,"DO","M",35,41,"2"
12270,2,1,1987,1,"AH","",NA,NA,"2"
12271,2,1,1987,11,"DS","F",50,117,"2"
12272,2,1,1987,1,"AH","",NA,NA,"2"
12273,2,1,1987,11,"DM","F",36,46,"2"
12274,2,1,1987,9,"DS","F",52,148,"2"
12275,2,1,1987,2,"DO","M",35,51,"2"
12276,2,1,1987,1,"DM","M",34,37,"2"
12277,2,1,1987,1,"AH","",NA,NA,"2"
12278,2,1,1987,15,"AH","",NA,NA,"2"
12279,2,1,1987,1,"DM","M",35,44,"2"
12280,2,1,1987,2,"PE","M",20,23,"2"
12281,2,1,1987,11,"DM","M",35,46,"2"
12282,2,1,1987,8,"DS","F",50,NA,"2"
12283,2,1,1987,1,"DS","M",48,126,"2"
12284,2,1,1987,4,"DS","F",47,NA,"2"
12285,2,1,1987,11,"DM","M",36,47,"2"
12286,2,1,1987,9,"DM","F",35,37,"2"
12287,2,1,1987,8,"CB","",NA,NA,"2"
12288,2,1,1987,2,"PE","F",21,22,"2"
12289,2,1,1987,5,"DO","F",34,39,"2"
12290,2,1,1987,11,"DM","M",37,48,"2"
12291,2,1,1987,9,"DO","F",35,36,"2"
12292,2,1,1987,15,"RM","F",18,13,"2"
12293,2,1,1987,7,"AB","",NA,NA,"2"
12294,2,1,1987,11,"DM","M",36,48,"2"
12295,2,1,1987,13,"DM","M",35,50,"2"
12296,2,1,1987,5,"DO","M",35,59,"2"
12297,2,1,1987,9,"NL","M",32,152,"2"
12298,2,1,1987,11,"DM","F",36,45,"2"
12299,2,1,1987,2,"NL","M",32,253,"2"
12300,2,1,1987,5,"DO","M",37,59,"2"
12301,2,1,1987,9,"DO","F",33,37,"2"
12302,2,1,1987,9,"DM","M",35,40,"2"
12303,2,1,1987,1,"DS","F",47,136,"2"
12304,2,1,1987,3,"PM","M",20,24,"2"
12305,2,1,1987,4,"DO","F",34,39,"2"
12306,2,1,1987,7,"PE","F",20,21,"2"
12307,2,1,1987,1,"DM","M",39,54,"2"
12308,2,1,1987,3,"PM","F",17,9,"2"
12309,2,1,1987,8,"DM","F",36,46,"2"
12310,2,1,1987,7,"PE","F",19,19,"2"
12311,2,1,1987,2,"OL","M",18,32,"2"
12312,2,1,1987,3,"PM","M",20,19,"2"
12313,2,1,1987,11,"PE","M",19,20,"2"
12314,2,1,1987,8,"DM","M",36,46,"2"
12315,2,1,1987,3,"PM","F",18,8,"2"
12316,3,1,1987,6,"DM","F",35,41,"2"
12317,3,1,1987,20,"DM","M",36,45,"2"
12318,3,1,1987,6,"DM","M",36,41,"2"
12319,3,1,1987,16,"DO","M",36,50,"2"
12320,3,1,1987,16,"RM","M",17,11,"2"
12321,3,1,1987,12,"OL","M",22,29,"2"
12322,3,1,1987,20,"DO","M",36,52,"2"
12323,3,1,1987,14,"DM","M",36,46,"2"
12324,3,1,1987,18,"RM","F",15,12,"2"
12325,3,1,1987,24,"RM","F",12,13,"2"
12326,3,1,1987,6,"DM","M",36,49,"2"
12327,3,1,1987,12,"RM","M",16,11,"2"
12328,3,1,1987,23,"RM","F",16,14,"2"
12329,3,1,1987,20,"RM","F",11,10,"2"
12330,3,1,1987,6,"DO","F",35,42,"2"
12331,3,1,1987,23,"RM","F",17,10,"2"
12332,3,1,1987,19,"RM","F",15,9,"2"
12333,3,1,1987,12,"OL","M",19,28,"2"
12334,3,1,1987,21,"RM","M",16,11,"2"
12335,3,1,1987,14,"DM","F",36,46,"2"
12336,3,1,1987,19,"PM","F",20,30,"2"
12337,3,1,1987,12,"RM","F",15,11,"2"
12338,3,1,1987,21,"PM","M",21,25,"2"
12339,3,1,1987,17,"DM","M",35,31,"2"
12340,3,1,1987,21,"RM","M",11,9,"2"
12341,3,1,1987,14,"DM","F",36,46,"2"
12342,3,1,1987,18,"PE","M",18,26,"2"
12343,3,1,1987,20,"DO","F",34,50,"2"
12344,3,1,1987,12,"OL","F",22,25,"2"
12345,3,1,1987,20,"AB","",NA,NA,"2"
12346,3,1,1987,6,"OL","F",19,31,"2"
12347,3,1,1987,24,"DM","M",36,46,"2"
12348,3,1,1987,12,"OL","M",22,27,"2"
12349,3,1,1987,12,"DO","F",36,54,"2"
12350,3,1,1987,20,"DO","M",33,55,"2"
12351,3,1,1987,17,"DM","M",35,47,"2"
12352,3,1,1987,12,"DO","M",36,57,"2"
12353,3,1,1987,6,"DO","M",35,58,"2"
12354,3,1,1987,12,"AB","",NA,NA,"2"
12355,3,1,1987,21,"RM","M",16,10,"2"
12356,3,1,1987,14,"DM","M",36,46,"2"
12357,3,1,1987,22,"DM","F",36,44,"2"
12358,3,1,1987,12,"DM","F",36,46,"2"
12359,3,1,1987,12,"DM","M",35,42,"2"
12360,3,1,1987,20,"DO","M",37,58,"2"
12361,3,1,1987,23,"RM","M",16,11,"2"
12362,3,1,1987,19,"RM","M",13,9,"2"
12363,3,1,1987,24,"DM","M",36,32,"2"
12364,3,1,1987,16,"RM","F",17,10,"2"
12365,3,1,1987,19,"RM","F",12,14,"2"
12366,3,1,1987,24,"DM","F",35,40,"2"
12367,3,1,1987,6,"DO","F",35,41,"2"
12368,3,1,1987,12,"AB","",NA,NA,"2"
12369,3,1,1987,23,"RM","",NA,NA,"2"
12370,3,1,1987,24,"DM","M",36,48,"2"
12371,3,1,1987,18,"NL","F",32,115,"2"
12372,3,1,1987,23,"PM","F",19,31,"2"
12373,3,1,1987,16,"DO","M",37,52,"2"
12374,3,1,1987,20,"AB","",NA,NA,"2"
12375,3,1,1987,16,"DO","F",34,46,"2"
12376,3,1,1987,24,"DO","M",35,39,"2"
12377,3,1,1987,23,"PM","M",22,27,"2"
12378,3,1,1987,12,"DM","M",36,52,"2"
12379,3,1,1987,17,"DO","F",37,56,"2"
12380,3,1,1987,6,"DO","M",34,54,"2"
12381,3,1,1987,18,"NL","M",34,204,"2"
12382,3,1,1987,23,"AB","",NA,NA,"2"
12383,3,1,1987,20,"DM","M",36,41,"2"
12384,3,1,1987,6,"DO","M",36,53,"2"
